bn_word,en_word,normalised_bn,pos,ipa_pron,roman_pron,bn_definition,bn_synonyms,en_synonyms,bn_antonyms,usage_sentences
উদাহরণ,instance,উদাহরণ,,ˈinstəns,Udāharaṇa,"কোনো তত্ত্ব, নিয়ম বা বিষয়কে সহজভাবে বোঝানোর জন্য ব্যবহৃত দৃষ্টান্ত বা নমুনা।",উদাহরণ|নিদর্শন|নজির|উপলক্ষ|ঘটনা|সঙ্ঘটন|জরুরি অবস্থা|অবস্থা|মিনতি|অনুরোধ|দৃষ্টান্ত,cite|quote|refer to|mention|allude to|give|specify|name|identify|draw attention to|put forward|offer|advance|example|exemplar|occasion|occurrence|case|illustration,,"The detection in these <b>instances</b> is a matter of minutes, but most of these advanced devices are available only in the military.|In the first <b>instance</b> , take the matter of evaluation of the worth of a teacher."
কিস্তি,installment,কিস্তি,,inˈstôlmənt,Kisti,নৌকা,খেপ|কিস্তি|কিশতি|দফা|স্কন্ধ|থোক,part payment|deferred payment|premium,,In some industrial and construction loans the amount lent may be drawn down by the borrower in <b>instalments</b> within an agreed period.|He was last seen on the big screen in the final <b>instalment</b> of Star Wars and on television in a documentary recording his travels across the world on a motorbike.
ইনস্টলেশন,installation,ইনস্টলেশন,,ˌinstəˈlāSHən,Inasṭalēśana,,প্রতিষ্ঠা|কোনো যন্ত্র ইত্যাদি বসানো বা ফিট করা|বসানো যন্ত্র|স্থাপন|অভিষেক|অধিষ্ঠানকরণ|প্রতিষ্ঠাপন|স্থাপিত বস্তু|আধান,facility,,"the <b>installation</b> of a central heating system|The connection charges cover the purchase of the satellite dish and indoor broadband unit, plus a charge for <b>installation</b> ."
ইনস্টল,install,ইনস্টল,,inˈstôl,Inasṭala,,অভিষেক করা|পদে অধিষ্ঠিত করান|স্থাপন করা|স্থাপিত করা|বহাল করা|পাতা|পদাসীন করা|অভিষিক্ত করা|কাউকে কোনো পদে বা আসনে বসানো|লাগানো|বসানো,put|position|place|locate|situate|station|site|lodge|insert,,"Issac cannot even speak broken English, and there are efforts to <b>install</b> him as a coach.|The company is ready to <b>install</b> equipment manufactured by Germany's Schuster Engineering."
অস্থায়িত্ব,instability,অস্থায়িত্ব,,ˌinstəˈbilitē,Asthāẏitba,স্থায়িত্বের অভাব; নশ্বরত্ব।,স্থায়িত্বের অভাব|অস্থায়িত্ব|অস্থায়িতা|অস্থৈর্য|স্থৈর্যের অভাব,unreliability|uncertainty|unpredictability|insecurity|riskiness|impermanence|inconstancy|changeability|variability|fluctuation|mutability|transience,,Mental <b>instability</b> affects almost everyone at some time in their lives.|A grimmer possibility is that new <b>instabilities</b> are emerging.
দীপক,inspiring,দীপক,,inˈspīriNG,Dīpaka,শোভাকর;,উদ্দীপন|দীপক|উদ্দীপক|দ্যোতক,stimulate|motivate|encourage|influence|rouse|move|stir|energize|galvanize|incite|animate|fire|excite|spark|inspirit|incentivize|affect|inspirational|encouraging|heartening|uplifting|stirring|rousing|stimulating|electrifying|moving|affecting|impassioned|influential,,"The clashing mix of styles works surprisingly well together to create an <b>inspiring</b> environment.|Afterward, in private, I asked the chief scientist where he got the funding for such an ambitious, <b>inspiring</b> , yet impractical experiment."
অনুপ্রাণিত,inspired,অনুপ্রাণিত,,inˈspīrd,Anuprāṇita,উৎসাহপ্রাপ্ত; প্রেরণা লাভ করেছে এমন।,অনুপ্রাণিত|উদ্বুদ্ধ|প্রত্যাদিষ্ট,stimulate|motivate|encourage|influence|rouse|move|stir|energize|galvanize|incite|animate|fire|excite|spark|inspirit|incentivize|affect|outstanding|wonderful|marvelous|excellent|magnificent|fine|exceptional|first-class|first-rate|virtuoso|supreme|superlative|brilliant|innovative|ingenious|imaginative|original|tremendous|superb|super|ace|wicked|awesome|out of this world,,"I would be one of the first to agree that there is generally no more than a handful of truly <b>inspired</b> poets within the country at one given moment, but this does not give premise for stifling the efforts of the talented.|Here, we have seventy-two songs, most of <b>inspired</b> creation and a good many of masterful quality."
অনুপ্রাণিত করা,inspire,অনুপ্রাণিত করা,,inˈspīr,Anuprāṇita karā,,নিশ্বাস টানা|অনুপ্রাণিত করা|উদ্বুদ্ধ করা|অনুপ্রেরণা দেত্তয়া|মনে সঁচারিত করা|প্রবর্তনা দেত্তযা|শ্বাসগ্রহণ করা,stimulate|motivate|encourage|influence|rouse|move|stir|energize|galvanize|incite|animate|fire|excite|spark|inspirit|incentivize|affect,,Its style was heavily <b>inspired</b> by the Dogme films from Denmark.|Prague was the only city in which an architectural style <b>inspired</b> by Cubism developed.
অনুপ্রেরণীয়,inspirational,অনুপ্রেরণীয়,,ˌinspəˈrāSHənl,Anuprēraṇīẏa,,,,,"As headteacher at Ifield Special School he has been dynamic, <b>inspirational</b> and innovative.|I want our captain to be <b>inspirational</b> , to say the right things off the pitch."
অনুপ্রেরণা,inspiration,অনুপ্রেরণা,,ˌinspəˈrāSHən,Anuprēraṇā,"অন্তরের উৎসাহ বা উদ্দীপনা।
তাঁহার সাফল্য তরুণদের জন্য অনুপ্রেরণা হয়ে থাকবে।",অনুপ্ররেণা|নিশ্বাস নেওয়া|শ্বাস টানা|অনুপ্রেরণা|প্রেরণা|অনুপ্রাণনা|প্রেষণ|প্রত্যাদেশ|দ্যোতন|উদ্দীপনা|ত্তজোগুণ|প্রবর্তনা|বোধন|মনে সঁচার|শ্বাসগ্রহণ,guiding light|example|model|muse|motivation|encouragement|influence|spur|stimulus|lift|boost|incentive|impulse|catalyst,,"But this was immediately challenged by Van de Velde's protest about the importance of individual artistic <b>inspiration</b> .|In a brief moment of <b>inspiration</b> , I strung some string from the deck to the garage, sliced up some orange and green garbage bags into ribbons and tied them to the line."
পরিদর্শক,inspector,পরিদর্শক,,inˈspektər,Paridarśaka,"পর্যবেক্ষক, পরিদর্শনকারী।",দারোগাবাবু|পুলিস অফিসার|পরিদর্শক|পরীক্ষক|কার্যদর্শী|পুলিসের দারোগা|দারোগা,examiner|scrutineer|investigator|surveyor|assessor|appraiser|reviewer|analyst|observer|overseer|supervisor|monitor|watchdog|ombudsman|auditor,,"‘One of the prints we have found is yours,’ a Strathclyde Police detective <b>inspector</b> told her.|I explained I had tried to buy a ticket but the <b>inspector</b> was very rude and told me to get off."
পরিদর্শন,inspection,পরিদর্শন,,inˈspekSHən,Paridarśana,"সম্যক দর্শন, পর্যবেক্ষণ।",নিরীক্ষা|তদারক|পরিদর্শন|পরীক্ষা|অবেক্ষণ|কার্যদর্শন|তত্ত্বানুসন্ধান,examination|checkup|survey|scrutiny|probe|exploration|observation|investigation|assessment|appraisal|review|evaluation|once-over|going-over|look-see,,please have your tickets ready for <b>inspection</b>|to conduct an <b>inspection</b> of a school
পরিদর্শন করা,inspect,পরিদর্শন করা,,inˈspekt,Paridarśana karā,,তদারক বা পরিদর্শন করা|পরীক্ষা করা|সযত্নে নিরীক্ষণ করা|খুঁটিয়ে দেখা|পরিদর্শন করা|পরীক্ষা করিয়া দেখা|অবেক্ষণ করা|বিচার করিয়া দেখা,examine|check|scrutinize|investigate|vet|test|monitor|survey|study|look over|peruse|scan|explore|probe|assess|appraise|review|audit|check out|give something a/the once-over,,The Authority is able to monitor compliance with the law and directions by <b>inspecting</b> licensed premises.|You of course have copies of the documents you now wish to <b>inspect</b> .
অনিদ্রারোগী,insomniac,অনিদ্রারোগী,,,Anidrārōgī,,অনিদ্রারোগী|অনিদ্রারোগসংক্রান্ত,watchful|sleepless,,"Looking at the comments and trackbacks, it seems clear that they're much more consistent during the day and night - which probably reflects a fairly international audience (or a lot of <b>insomniacs</b> and filthy drunks).|Call me an <b>insomniac</b> ; I only sleep a few hours a day if that."
অনিদ্রা,insomnia,অনিদ্রা,,inˈsämnēə,Anidrā,,অনিদ্রারোগ|অনিদ্রা|নিদ্রাহীনতা,sleeplessness|wakefulness|restlessness|inability to sleep,,"Maybe you suffer from <b>insomnia</b> and barely sleep a wink every night.|Other end points of interest were prevention of headache, nausea, <b>insomnia</b> , and dizziness."
